"minHBint8","MATS3e","MATS3c","MATS3m","minHBint6","minHBint7","minHBint4","SpMax8_Bhp","MDEC.11","VR2_Dt","BIC5","minHBint3","maxdssC","nT6Ring","minssCH2","khs.aaN","SpMax3_Bhp","SpMin6_Bhi","SpMax3_Bhm","AATSC2m","MDEC.23","MDEC.22","MDEC.24","MATS2e","MATS2c","topoDiameter","ATSC8i","SaasC","minaaCH","SpMax2_Bhp","AATS8p","VE3_Dt","XLogP","SpMax4_Bhp","SpMax4_Bhm","minaaN","JGI10","MATS1i","VR2_Dze","SdO","SdssC","AATS7e","ETA_Epsilon_5","SsssCH","maxHsOH","GATS1s","GATS1e","GATS1c","GATS1m","MATS6c","ETA_BetaP_s","minssNH","nX","nS","AATS6i","nBase","minHBint10","GATS6i","MATS7m","GATS6s","SpMin8_Bhi","ATSC3s","ATSC3p","minHCsats","SdsCH","minssO","SpMin3_Bhi","nT10HeteroRing","AATS5i","BCUTp.1l","BCUTp.1h","BCUTw.1l","GATS3c","GATS3e","GATS3i","MLFER_BH","maxaasC","MATS6v","hmax","khs.aaaC","ETA_AlphaP","ATSC2s","ATSC2i","khs.aasC","nG","naaaC","GATS2s","GATS2m","GATS2e","ATSC1v","ATSC1e","MATS5c","SpMin2_Bhv","BCUTc.1l","BCUTc.1h","naaS","SpMax6_Bhm","AATSC8c","SpMAD_Dzs","GATS5s","MLFER_A","GATS5m","MATS4c","MATS4e","MATS4m","MATS4s","minaaaC","minwHBa","ATSC0p","ATSC0i","VE2_D","nHBint3","nHBint6","nHBint7","nHBint9","MDEN.33","FMF","minssssC","SRW5","nF9Ring","GATS4s","GATS4c","ATSC7s","ATSC7i","VC.4","VC.5","JGI2","JGI3","JGI6","JGI7","JGI4","JGI5","JGI8","JGI9","LipinskiFailures","C2SP3","GATS2p","ETA_Shape_P","MDEN.22","GATS7m","SsOH","khs.dsN","SHBint10","CrippenLogP","MPC10","SpMin1_Bhm","AATS0m","nAtomLAC","ATSC5v","MLFER_S","nsOm","naasN","nsssN","naasC","nHBAcc3","AMR","GATS6c","MATS5s","C1SP2","C1SP3","maxHBint2","maxHBint4","maxHBint5","maxHBint6","ATSC5m","ATSC5i","MATS8m","Kier3","MDEN.23","nHeteroRing","mindssC","AATSC6e","AATSC7c","MATS8e","ATS0m","GGI9","GGI8","GGI3","GGI2","ATSC4i","ATSC4p","SpMax1_Bhs","SpMax1_Bhp","hmin","C3SP2","VR1_Dzs","naaCH","minHBa","ALogp2","nssS","SaaO","SpMax2_Bhs","GATS8c","SpMax2_Bhm","GATS8p","GATS8s","n6HeteroRing","minHBint9","VE2_DzZ","mindO","TopoPSA","MDEO.11","SpMax5_Bhm","C3SP3","VE3_Dzp","nTG12HeteroRing","GATS5c","nF12HeteroRing","topoShape","VE1_Dt","maxHaaCH","nHBAcc","nsCl","WTPT.2","WTPT.3","MDEO.22","Class"
0,-0.0197,0.0505,0.0491,0,0,0,2.9174,0,13.3047,0.9019,0,0,5,-0.1736,0,3.8041,1.2833,3.8424,2.0369,42.4795,28.5571,0,0.0991,-0.0236,15,-45.4145,2.5677,1.2983,3.8718,1.534,-7.5178,1.183,3.7366,3.7465,0,0.0063,-0.0755,12.9863,55.0689,-0.7915,7.9029,0.8381,0,0,0.5803,0.4757,1.3591,0.7328,-0.1734,0.6382,0,1,1,154.4881,0,0,0.9526,0.1042,1.0089,0.9846,6.3123,-4.9487,0.5969,0,0,1.8631,1,157.0239,4.7516,13.4954,11.85,1.0379,0.8237,1.1606,2.346,1.2041,0.0272,1.6209,0,0.4803,25.9653,5.8166,9,0,0,0.5529,0.7755,0.6037,98.4096,0.2938,0.0413,2.0159,-0.2755,0.24,0,3.3981,8e-04,16.4745,1.1437,0.003,1.0189,-0.0231,-0.1247,-0.1218,-0.136,0,-0.5438,17.1033,115.9398,0.0084,0,0,0,0,0.2,0.541,0,0,0,1.4209,1.3207,49.7727,-0.6088,0.0255,0.304,0.0937,0.0493,0.0196,0.0148,0.0464,0.0254,0.0102,0.0086,0,1,0.8752,0.0887,0,0.9052,0,0,0,5.3876,405,2.0339,117.3171,0,337.6202,4.736,0,0,2,9,5,157.9466,1.2221,7e-04,2,3,0,0,0,0,-421.9867,27.7309,-0.1282,5.4776,0,2,-0.5438,7e-04,9e-04,0.062,7156.3401,0.44,0.6417,3.75,6,-1.4431,-4.001,4.9731,4.1852,-0.1527,5,393.0311,15,1.2865,3.2422,0,0,4.8336,1.0181,3.8907,1.3028,1.0006,1,0,0.0117,13.5866,83.14,1.1815,3.7004,0,-3.8943,1,1.1111,0,0.875,0.1383,0.6253,6,0,2.0794,23.4236,0,"NoChanger"
0,-0.013,0.0242,-0.0669,0,0,0,2.9053,0,15.8524,0.895,0,0,5,0.4285,0,3.8447,1.3853,3.8436,6.0504,30.0905,21.3119,0,0.2861,0.0854,19,-10.5318,5.5822,1.5871,4.072,1.5508,-5.0457,2.933,3.6781,3.8216,0,0.0073,-0.1471,13.3352,39.8255,-0.3147,7.7007,0.812,0,0,0.66,0.4827,1.616,0.7356,-0.1818,0.6389,0,0,2,155.7965,0,0,1.0267,0.0176,1.07,0.9822,16.3897,-6.8821,0.569,0,0,1.8664,1,157.1537,5.6421,12.2787,11.85,1.0135,0.8231,1.2338,0.938,1.3506,0.0103,1.4398,2,0.4963,34.0223,29.6548,6,0,2,0.5403,0.7626,0.5767,72.6113,0.4294,-0.0751,2.0778,-0.322,0.2794,0,3.2549,-0.0017,21.6865,1.3874,0.003,1.0043,0.0461,-0.2181,-0.2139,-0.1622,1.1814,-0.3147,18.8764,95.796,0.0013,0,0,0,0,0.1111,0.5424,0,2.3979,1,1.6171,1.1726,68.5285,31.2914,0,0,0.0911,0.0508,0.0205,0.0142,0.0409,0.0304,0.0086,0.0087,0,1,0.8042,0.084,0,0.9175,0,1,0,4.5066,253,2.0926,126.694,0,-100.0045,3.683,0,0,1,6,4,153.5565,1.2566,-0.132,1,2,0,0,0,0,-220.946,5.0449,0.1336,5.1579,0.5345,2,-0.3147,-0.0033,0.0026,-0.017,7474.9442,0.3041,0.3185,3.3542,5.5556,-23.253,-6.2384,4.9414,4.0943,-0.0758,5,307.2366,14,-1.6683,1.905,1,0,4.6257,1.1719,4.2343,0.8031,1.0157,1,0,0.0019,13.033,100.49,0.6507,3.6946,0,-10.332,1,1.2211,0,0.9,0.2462,0.5668,6,0,2.086,24.2057,0,"NoChanger"
0,0.2267,0.1455,0.1663,0,0,0,3.0259,0,11.8443,0.7169,0,0,2,0.9801,2,3.7919,1.5005,3.8217,1.7412,39.5589,30.6393,0,0.2034,-0.1748,17,-17.7064,9.9748,2.0832,4.0407,1.2794,-127.2618,7.196,3.701,3.7368,5.1738,0.0048,-0.0841,11.3237,0,0,7.4806,0.7667,0,0,0.6604,0.7461,1.4441,0.7463,-0.0597,0.6806,0,0,0,161.3267,0,0,1.1515,-0.1976,1.5343,1.3306,7.9097,2.3225,0.4517,0,0,1.7036,4,160.6444,6.7366,11.3368,11.85,0.9714,0.7989,1.0338,1.553,1.4153,-0.0826,0.6369,8,0.4833,4.8472,-4.2899,2,0,2,0.7344,0.8596,0.9392,45.4674,0.5196,0.0675,2.0049,-0.2146,0.1698,0,3.308,4e-04,8.2498,1.4303,0.003,1.1141,-0.0106,0.0049,-0.0615,-0.0737,1.2367,0.9913,14.6157,104.195,0,0,0,0,0,1.9103,0.5625,0,3.7136,0,1.1093,1.3082,-12.7817,25.3911,0,0.241,0.0556,0.0544,0.014,0.0111,0.0299,0.017,0.0081,0.0065,1,6,0.9647,0,0.3333,1.1943,0,0,0,8.0246,750,2.0292,86.4617,0,-880.8193,3.237,0,2,0,8,2,144.4252,1.4952,-0.1601,6,2,0,0,0,0,-684.4226,-29.6117,-0.0646,3.9721,3.6144,6,0,-0.0082,-0.001,-0.0398,5533.5497,0.2406,0.3407,3.9167,3.5556,-7.8919,-2.6736,4.3086,4.1194,-0.0975,6,396.0418,12,2.4333,0.3027,0,0,4.1575,0.7483,4.1262,1.0902,0.7965,0,0,0,0,44.46,0,3.3872,0,-23.4455,0,1.3349,0,0.8889,0,0.5519,6,0,2.1547,21.0268,0,"NoChanger"
4.0551,-0.0322,0.042,-0.0287,0.5772,0,0,2.9654,0,15.1443,0.8198,0,0.0528,4,0.138,0,3.8396,1.2952,3.9247,0.082,44.5792,30.8213,5.2861,0.0613,-0.0039,16,5.5212,4.4282,1.8298,3.9515,1.2866,-7.7393,2.769,3.649,3.7321,0,0.0056,-0.1103,13.0906,26.9311,-0.0063,7.5074,0.7899,-0.3802,0,0.5423,0.7794,1.4122,0.7249,0.0426,0.6829,0,0,0,160.8039,0,0.4929,0.9786,0.0696,0.6927,1.2371,-8.2695,-1.9607,0.6275,0,5.4978,1.8122,0,156.9712,5.1918,14.1041,11.85,0.8668,0.8443,1.058,2.854,1.2707,0.0029,0.9074,4,0.474,0.6307,10.8093,5,0,4,0.6097,0.8717,0.8615,129.1137,-0.1982,-0.0081,1.954,-0.316,0.2093,0,3.3046,0.0013,14.2552,0.8512,0.745,1.0766,-0.0739,-0.0845,-0.1627,-0.1523,1.1172,-0.0591,16.4061,108.1592,0.0058,0,4,0,0,0.25,0.5493,-0.2545,3.7136,3,1.4359,1.0381,1.2055,6.6296,0.0625,0.3811,0.0895,0.0495,0.0163,0.0131,0.0314,0.0212,0.0091,0.0067,0,3,0.9114,0.0343,0.1667,0.9674,0,0,0.9858,5.7691,464,2.0428,92.9557,0,-1599.6387,4.551,0,0,2,5,4,166.5327,0.8422,0.0788,4,3,0,0,0,1.022,-904.4901,-37.5745,0.0883,4.952,0.5164,5,-0.0591,0.0039,-4e-04,0.1129,6599.8541,0.3507,0.5276,3.7639,6.4444,-22.1232,-4.8083,4.7788,4.0765,-0.1018,4,502.2298,13,1.6827,1.5861,0,0,4.7336,0.9015,3.9896,0.9456,1.3653,1,0,0.0062,13.087,90.66,0.2,3.5633,1,-2.6605,0,0.8701,0,1,0.1514,0.5846,6,0,2.1171,24.6023,0.5,"NoChanger"
0,-0.0621,0.0433,-0.0427,0,0.886,0,2.8246,0,9.2396,0.8464,0,0,5,0.5416,2,3.7978,1.1994,3.8358,2.36,30.4957,18.0166,0,0.0616,0.0253,20,54.9085,5.1238,1.4432,3.8526,1.4335,-6.421,2.264,3.5329,3.6532,4.2876,0.0071,-0.0581,11.8635,26.1917,-0.3722,7.9142,0.8256,0,0,0.4961,0.5853,1.4288,0.6625,-0.1031,0.6667,2.8884,1,0,160.7456,0,1.0524,0.9888,0.067,0.6252,0.9339,-2.3023,-2.6002,0.6613,0,0,1.827,1,162.9751,4.0418,10.8317,11.85,1.0807,0.9422,1.0558,2.675,1.1211,0.0354,0.6944,3,0.4681,10.7229,-5.5739,6,0,0,0.511,0.7553,0.6666,14.7025,0.1712,0.0701,1.9943,-0.2755,0.2383,0,3.278,-6e-04,11.5067,0.9203,-0.088,0.9621,-0.1258,-0.1207,-0.0994,-0.1094,0,-0.2684,13.2496,118.6964,0.0057,0,0,2,0,0.6082,0.5424,0,2.3979,1,1.1318,1.1722,19.8627,21.8073,0,0.1667,0.0889,0.0386,0.0224,0.0145,0.0373,0.0287,0.01,0.008,0,0,0.9235,0.0862,1.4422,0.9733,0,0,1.0524,4.6344,362,2.0526,101.1619,0,314.0286,4.298,0,1,2,9,6,143.8034,1.0405,-0.0213,3,5,6.34,0,0,0,198.4055,16.287,-0.2954,5.4065,1.9268,3,-0.2638,0.0047,0.0024,-0.2683,5968.5524,0.3125,0.4314,2.4722,5.3333,-53.7597,-4.3664,4.8803,4.0124,-0.0165,4,809.2674,11,1.5785,3.2971,0,0,4.6919,1.2386,3.8683,0.87,1.5595,2,0,0.011,12.8542,82.84,0.1429,3.4978,0,-2.2878,1,0.8633,0,1,0.168,0.6345,8,0,2.0884,27.7398,0,"NoChanger"
0,-0.0569,-0.0875,-0.0725,0,0,0,3.1483,0,14.436,0.8533,0,0,6,0.4275,3,3.8347,1.4168,3.9319,3.5912,36.9645,0,0,0.2755,0.0378,18,1.4546,4.903,1.7694,4.0008,1.3931,-8.5907,3.84,3.8031,3.7994,4.8709,0.007,-0.1645,12.9702,27.5494,0,7.5907,0.8,0,0,0.734,0.5287,1.4931,0.7672,-0.037,0.6548,0,0,1,156.7597,0,0,1.2653,-0.0167,0.8777,1.1464,7.9069,-4.2673,0.7178,0,0,1.8381,0,160.7641,6.6335,12.3256,11.85,1.3423,1.0864,1.1569,1.888,1.1278,-0.2111,1.475,5,0.4857,33.094,5.9733,5,0,4,0.582,0.8106,0.7231,10.4452,0.6723,-0.0016,2.0681,-0.256,0.2436,0,3.484,-0.0015,20.6977,1.5526,0.003,1.0284,0.0776,-0.1093,-0.1141,-0.1459,0.76,0.4715,19.0853,118.5565,0.0052,0,0,0,0,0.685,0.5417,0,2.3979,1,1.7471,1.2527,6.7038,39.3442,0.0228,0.2665,0.073,0.0464,0.0191,0.0132,0.0351,0.0268,0.0075,0.0071,0,1,0.8873,0.0572,1.04,0.966,0,0,0,6.7739,432,2.0987,104.2799,0,113.8567,4.247,0,1,2,6,7,179.8013,1.1964,-0.1743,3,5,0,0,0,0,-636.0768,32.8344,0.0998,6.4973,2.6375,3,0,-0.0075,7e-04,-0.0111,7508.1538,0.4469,0.4918,3.4792,5.1111,-17.057,-4.2252,4.9481,4.1266,-0.1508,4,419.2275,17,1.7286,3.6902,0,0,4.1903,1.043,4.1398,0.9381,0.7583,2,0,0.0024,13.7747,92.08,0.5,3.7266,0,-8.4292,0,1.3908,0,1,0.1293,0.5296,8,0,2.0961,28.7052,0,"NoChanger"
0,0.0096,-0.1095,0.0691,0,0,0,2.8176,0,15.0542,0.8639,0,1.0695,4,0.8234,1,3.852,1.3393,3.8745,-0.3803,42.0664,0,0,0.1982,0.0672,17,-15.1494,6.6923,1.7019,3.8938,1.6454,-5.1942,3.919,3.7726,3.7562,5.0923,0.0047,-0.0254,15.9477,26.0736,0.4903,7.5977,0.7872,0.1066,0,0.5363,0.5741,1.3617,0.6541,-0.1167,0.641,0,0,1,152.8725,0,0,1.0322,-0.1322,0.9847,1.1668,2.298,-1.7686,0.684,0,0,1.8327,0,156.2468,5.5164,12.3215,11.85,1.1681,0.9627,1.1137,1.626,1.2248,0.0019,0.8059,2,0.4897,-1.8636,-32.3941,6,0,0,0.6083,0.8369,0.5696,78.5986,0.1805,0.0409,1.9566,-0.2748,0.2471,1,3.4352,-0.001,11.9318,1.4356,0.003,1.2687,0.0837,0.005,0.0306,0.1807,0,-0.2896,16.332,98.487,0.0013,0,0,0,0,0.1429,0.6066,0,3.434,1,0.997,1.1709,10.2159,17.3068,0,0.219,0.0684,0.0498,0.0116,0.0091,0.0322,0.0229,0.007,0.0048,0,2,1.0318,0.0349,0.3333,1.3328,0,1,0,7.1539,370,1.9969,114.1536,0,441.4013,3.314,0,0,2,8,5,169.3648,1.1474,-0.1114,3,0,0,0,0,0,-552.1599,32.495,-0.0532,5.5736,1.3375,3,-0.2896,-0.0081,0.001,0.0347,6963.3691,0.2147,0.3805,3.3333,4.4444,-24.3749,-0.4594,4.6598,4.0005,-0.1337,5,679.2076,19,-1.6243,11.8453,0,0,4.473,0.8523,3.9776,1.2349,0.838,0,0,0.0014,13.0368,94.11,0.25,3.7352,0,-12.4481,0,1.1585,0,0.8889,0.264,0.5812,6,0,2.105,21.82,0,"NoChanger"
0,-0.0504,-0.1835,-0.0338,0,5.7176,0,3.0166,0,9.8211,0.8262,0,0,8,0,0,3.827,1.4215,3.8602,-1.4266,53.6621,25.44,0,0.1847,0.1673,17,10.2705,6.0511,1.6445,3.9977,1.533,-7.2167,3.57,3.6667,3.6477,0,0.0057,0.0164,40.0845,41.366,-0.6845,7.7008,0.7659,-1.2489,0,0.4985,0.5649,1.3217,0.6704,-0.147,0.6375,2.961,0,0,155.0495,0,0,1.0538,-0.0143,1.4252,1.0709,-14.7781,-2.5133,0.8016,0,0,1.8515,0,153.7332,5.4626,12.5142,11.85,1.1711,0.9364,1.042,1.203,1.1379,-0.0051,0.8418,2,0.4825,1.5187,-14.3743,7,0,2,0.531,0.8176,0.4273,210.8914,-0.0669,0.1344,2.0937,-0.2801,0.2356,0,3.3981,-0.0019,13.2811,1.3947,-0.088,0.9861,0.0035,0.0053,-0.0409,0.0463,1.0292,-0.2977,14.9704,93.3317,0.0097,0,0,2,0,0,0.5781,0,2.3979,2,1.1294,1.1702,33.1684,25.0578,0,0.3526,0.0595,0.049,0.0191,0.0108,0.0466,0.0268,0.0078,0.0086,0,0,0.9774,0.0518,0,1.0716,0,0,0,7.8164,696,2.1494,97.4051,0,33.846,3.804,0,0,1,7,3,169.0914,1.4631,-0.044,3,0,5.385,0,0.5365,0,150.1354,-5.4726,-0.1384,4.5806,0.2,1,-0.2977,-0.0063,0.0019,-0.1852,6233.9259,0.4131,0.3886,3.9236,4.2222,-29.0455,-4.142,4.7055,4.0644,-0.1253,7,1177.7365,19,1.3193,6.7647,0,0,4.6428,1.2313,3.9955,0.9459,1.3469,0,0,0.0064,13.2435,66.48,0.5165,3.6189,4,-4.069,2,1.1085,0,0.8889,0.1646,0.602,5,0,2.1281,14.4774,0,"NoChanger"
0,-0.0809,-0.0438,-0.0269,0,0,0,3.009,0.0909,9.9458,0.8733,0,0,4,0.4581,3,3.8295,1.382,3.8277,3.6669,38.8355,24.3742,0,0.118,0.0366,19,17.688,5.1199,1.3533,3.8305,1.2996,-17.8757,3.781,3.7246,3.7645,4.7832,0.0083,-0.1057,13.6834,24.3064,-0.1621,7.6018,0.8445,0,0,0.4874,0.4816,1.4325,0.6815,-0.1251,0.6628,0,1,0,156.8238,0,0,1.112,0.0919,0.5139,1.175,1.8139,-3.1089,0.6079,0,0,1.8566,0,162.7662,3.6923,11.6793,11.9974,1.2863,0.9087,1.1494,2.376,1.1696,-0.2708,0.7892,3,0.4671,39.22,-12.443,8,0,2,0.434,0.7487,0.6071,-55.4894,0.8517,-0.0546,1.9816,-0.2749,0.2339,0,3.3884,-0.0022,12.6134,0.8624,0.003,0.9809,0.0638,-0.1072,-0.0926,-0.0784,0.6382,-0.329,16.3896,138.9046,0.007,0,0,0,0,0.9617,0.4932,0,2.3979,1,0.9953,1.2144,93.6361,-1.2662,0,0.1438,0.0773,0.045,0.0189,0.0137,0.0359,0.0248,0.0081,0.0075,0,2,0.9619,0.1138,1.04,0.883,0,0,0,5.828,412,2.0151,97.9336,0,917.6845,4.102,1,1,2,9,8,167.8955,1.2027,-0.0987,4,6,0,0,0,0,-132.2263,43.2034,0.0445,7.7697,2.5525,3,-0.1621,-0.0029,0.0021,-0.0488,7149.1495,0.5206,0.5654,3.4167,5.3333,-13.5165,-2.4668,4.9361,4.0025,-0.1527,4,501.9889,12,1.7323,4.8885,0,0,4.9001,1.1242,3.8864,0.9203,0.5082,1,0,0.0099,11.0258,109.77,0.6507,3.6095,0,-2.9754,0,1.3372,0,0.9,0.0157,0.6424,7,0,2.0679,33.1653,0,"NoChanger"
4.0099,-0.0152,-0.0191,-0.0081,0.5698,0,0,2.9323,0,13.7562,0.8174,0,0.0391,4,0.1957,0,3.8395,1.295,3.9896,0.5463,43.1223,29.5387,5.3684,0.0311,0.0375,17,9.7451,3.6372,1.4226,3.9515,1.3243,-7.7709,3.055,3.6499,3.7699,0,0.0066,-0.0659,12.072,26.6347,-0.0323,7.5665,0.7984,-0.3834,0,0.4909,0.6187,1.3683,0.6211,0.0767,0.6625,0,2,0,161.0845,0,0.4824,0.8724,0.0354,0.5273,1.2336,-11.7841,-2.1624,0.6194,0,0,1.8267,0,156.8698,4.538,14.1037,11.85,0.9981,0.8674,0.9988,2.331,1.2621,0.0286,0.7606,4,0.4817,3.624,-4.2781,5,0,4,0.5265,0.7183,0.6326,152.7796,-0.2033,0.0275,1.954,-0.2809,0.2092,0,3.3342,-2e-04,14.3549,0.6281,0.745,0.8843,-0.0748,-0.0889,-0.1392,-0.1276,1.1101,-0.228,16.7519,125.7767,0.0076,0,4,0,0,0.25,0.5294,-0.2602,3.434,2,1.1658,1.0707,21.436,5.8208,0.0625,0.3952,0.0966,0.0509,0.0177,0.0133,0.0365,0.0236,0.0094,0.0082,0,3,0.9048,0.0865,0.1667,0.9191,0,0,0.9647,6.8329,422,2.0428,111.1656,0,-1319.345,3.926,0,0,2,5,3,165.2492,0.8427,0.0529,4,3,0,0,0,1.0152,-542.1313,-29.7148,0.0223,5.2375,0.5164,4,-0.0714,0.0057,-9e-04,0.0232,7559.2637,0.4113,0.5191,3.7639,6.6667,-12.9206,-4.5767,4.9736,4.0765,-0.0933,4,483.655,13,0.3611,0.0464,0,0,4.7647,1.1167,4.0107,0.9449,1.2778,1,0,0.0077,12.8993,72.2,0.2,3.5848,1,-2.4909,0,0.8275,0,0.8889,0.1433,0.6001,6,1,2.0937,23.4297,0,"NoChanger"
0,0.1433,-0.045,0.0299,0,0,0,2.9376,0.6128,17.5473,0.848,0,0,5,0.7773,3,3.8505,1.2511,3.8638,8.7592,29.7847,16.4945,0,0.1954,-0.1704,18,41.9148,6.9479,1.688,3.9591,1.3464,-17.6229,3.436,3.6742,3.7306,4.2019,0.0085,-0.0851,14.174,27.6476,0,7.7413,0.8105,0,0,0.7294,0.5061,1.3593,0.8038,0.0465,0.6513,0,0,1,162.9702,0,0,1.0566,-0.1143,1.169,0.9871,23.0104,-5.2063,0.6349,0,0,1.8765,1,159.9827,6.1318,12.6697,11.89,1.2902,0.8255,1.2207,2.349,1.278,0.0372,1.6171,3,0.4842,32.3817,16.2058,8,0,3,0.5734,0.7151,0.7589,23.0501,0.7781,0.0376,2.0311,-0.272,0.2293,0,3.4938,-4e-04,19.3779,0.8913,0.003,0.9895,0.0175,0.1653,0.003,0.1028,0.31,0.0247,18.1397,111.3985,0.0052,0,0,0,0,0.685,0.4706,0,2.3979,1,1.048,1.1558,-20.1473,4.6999,0.0255,0.3482,0.0991,0.0495,0.0226,0.0146,0.0429,0.0274,0.0099,0.0089,0,0,0.8267,0.1449,1.4422,1.2779,0,0,0,5.9821,437,2.0759,101.9279,0,-260.3503,4.559,0,0,2,8,7,159.4598,1.193,0.015,3,8,0,0,0,0,280.15,-32.6998,-0.1936,5.3592,2.6316,3,0,-0.0027,3e-04,-0.3008,6931.0973,0.4372,0.517,3.5625,6.4444,-28.7198,-2.8112,4.9853,4.1705,-0.1294,5,362.2495,10,2.2543,16.1082,0,0,4.1927,1.2876,4.0949,0.9519,1.9239,2,0,0.0151,13.8238,92.08,0.5,3.5479,0,-2.1237,1,1.0666,0,1,0.0097,0.5543,8,0,2.0737,28.765,0,"NoChanger"
0,0.0212,0.2122,0.1129,0,0,0,2.8897,0,12.6754,0.6291,0,0,4,0,6,3.8843,1.3491,3.9846,0.1765,36.3919,21.1972,0,0.2937,-0.0285,16,-10.6225,6.5582,1.8498,3.8843,1.7069,-134.9273,7.074,3.824,3.8162,4.2357,0.0028,0.0812,12.066,0,0,8.0532,0.8205,0,0,0.7491,0.7341,1.6082,0.5943,0.3955,0.6539,0,0,0,157.7618,0,0,0.7344,-0.0621,1.1074,1.1298,10.9197,-5.7554,0,0,0,1.8807,0,160.605,6.596,10.3598,11.85,0.7798,0.8581,1.2644,1.148,0.8208,0.0378,0.7079,12,0.4718,6.6614,-16.3281,0,0,0,0.7064,0.7446,0.6732,-3.9332,0.3643,-0.2878,1.9825,-0.2689,0.2091,0,3.6116,-0.0014,9.0399,1.6246,0.003,1.034,-0.0635,-0.3591,0.0172,-0.2362,0,0.3218,12.1511,96.3388,0,0,0,0,0,0,0,0,3.434,0,1.5654,1.3898,10.3975,33.9233,0,0.0913,0.0635,0.0188,0.0061,0.0085,0.0281,0.0261,0.0103,0.004,1,0,1.0517,0,3.1754,0.8808,0,0,0,8.3436,381,2.0613,110.3736,0,308.5125,4.561,0,0,0,12,9,157.7448,1.0394,-0.3254,6,0,0,0,0,0,-264.0724,-8.5841,0.1434,6.5065,0,3,0,0.0293,-0.0018,0.1226,6291.2931,0.24,0.6153,1.125,4,-11.4785,3.8323,4.2359,4.0338,-0.1132,6,464.2731,18,6.031,22.5188,0,18.0931,4.1282,0.8977,3.9846,1.0246,0.6285,0,0,0,0,116.76,0,3.6116,0,-138.3877,0,1.7992,0,0.7778,0,0.6912,6,0,2.1098,28.2212,0.5,"NoChanger"
0,-0.1484,-0.1648,-0.0264,5.9343,0,1.2795,2.8367,0,100009.5144,0.7968,0,0,7,0,1,3.7147,1.3096,3.7991,-1.0167,45.9384,24.4105,0,0.1342,0.2035,16,-9.6413,6.3551,1.6982,3.9348,1.4321,-135.2224,1.725,3.6667,3.6477,4.5399,0.0059,-0.0102,69.4401,27.2811,-0.488,7.6263,0.7825,-1.1455,0,0.5855,0.7507,1.4369,0.6698,-0.0158,0.65,2.941,0,0,156.1687,0,0,1.0867,-0.0573,1.5889,0.8957,-22.6393,-0.585,0,0,6.0265,1.7458,4,155.6507,5.8109,11.6994,11.85,1.3137,1.2942,1.0435,2.125,0.7778,-0.072,0.9723,0,0.4758,2.3673,-18.375,10,0,0,0.6035,0.8111,0.6785,148.7534,-0.2272,0.1101,2.0519,-0.3103,0.2191,0,3.4003,-2e-04,13.3335,1.5827,-0.179,1.0434,-0.0241,-0.0451,0.0098,0.0731,0,-0.244,14.4633,95.4721,0,0,2,0,2,0,0.6032,0,0,0,1.0585,1.3146,-23.9698,8.7063,0,0.1914,0.0572,0.0462,0.0154,0.0058,0.0436,0.0179,0.0065,0.0049,0,0,1.0899,0.035,1.1906,1.0633,0,0,0,8.7458,312,2.0478,101.5325,0,-377.4712,5.012,0,0,0,10,5,166.4195,1.1282,0.0217,4,0,5.9343,1.2795,2.6218,5.9343,-333.4326,-4.623,0.0702,6.0466,0,3,-0.244,-0.0075,-3e-04,0.0629,6396.5456,0.2163,0.3361,3.375,3.7778,-19.6939,-1.7686,4.5911,3.9379,-0.172,4,1975.1636,19,2.941,4.2013,0,0,4.5858,0.8972,3.9674,0.9845,0.4825,3,2.6218,1e-04,13.6405,89.55,0.125,3.6477,2,-20.9286,2,1.1901,0,1,0,0.6079,5,0,2.1106,20.9137,0.0714,"NoChanger"
0,0.2495,0.201,0.1313,0,0,0,3.025,0,95245.9081,0.7369,0,0,7,0,7,3.8337,1.4992,3.8575,-1.644,46.1793,0,0,0.1072,-0.3124,18,-37.7614,8.9056,1.7063,3.9946,1.5257,-138.8013,6.449,3.7707,3.755,4.4851,0.0028,0.0228,42.3696,0,0,7.5332,0.7667,0,0,0.7379,0.5906,1.303,0.6586,0.0813,0.631,0,0,0,153.9092,0,0,0.913,-0.1853,1.2814,1.0479,12.2492,-1.6276,0,0,0,1.8549,0,158.6373,6.7208,11.2768,11.85,0.9158,0.7984,1.1415,1.983,0.9568,-0.1157,0.6828,12,0.4833,-2.8494,-34.5968,0,0,0,0.8788,0.8415,0.769,50.8289,0.4212,-0.0836,2.113,-0.2525,0.201,0,3.5735,-0.001,9.6844,1.4519,0.003,0.942,0.0159,-0.0699,0.1086,0.0747,0,0.4098,14.1536,110.2718,0,0,0,0,0,0,0,0,0,0,1.1425,1.3057,-4.8856,9.6653,0,0.1291,0.064,0.0299,0.0111,0.006,0.0233,0.0221,0.0073,0.0057,1,0,1.0426,0,5.2262,1.1022,0,0,0,9.3648,369,2.1137,99.169,0,708.8224,4.204,0,0,0,12,7,179.5063,1.1798,-0.1148,3,0,0,0,0,0,-66.0663,30.2551,-0.0493,7.3724,0,3,0,-0.0039,1e-04,0.0505,6445.9861,0.31,0.45,2.125,4.2222,-32.6325,0.9511,4.1684,4.0282,-0.0737,5,1870.1695,23,0,6.1405,0,0,4.1036,0.9787,4.0488,1.1549,0.9071,3,0,1e-04,0,90.23,0,3.7537,0,-20.1677,0,1.5594,0,1,0,0.6828,7,0,2.1092,22.2559,0,"NoChanger"
